First Name,Last Name,Company Name,Phone Number,City,State/Region,Lifecycle Stage,Lead Tier,Trade,Buying Signal,Complaint Types,Best Quote,Call Opener,Google Rating,Review Count,Website,Google Maps URL
"Mkm Garage Doors, Llc",,"Mkm Garage Doors, Llc",(803) 329-0061,Rock Hill,South Carolina,Lead,B - Standard,garage_door,no,,,B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,32,https://mkmgaragedoors.amarr.com/us/en/,https://maps.google.com/?cid=3599943753023962939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
All About Plumbing SC,,All About Plumbing SC,(864) 436-3006,Greenville,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.6,31,http://www.allaboutplumbingsc.com/,https://maps.google.com/?cid=13620525640378699581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Palmetto Plumbing Inc,,Palmetto Plumbing Inc,(843) 238-4624,Myrtle Beach,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Myrtle Beach stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,31,,https://maps.google.com/?cid=1727152884863670912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Mount Pleasant Heating & Air Conditioning,,Mount Pleasant Heating & Air Conditioning,(843) 714-0863,Mount Pleasant,South Carolina,Lead,B - Standard,hvac,no,,,B) I help home-services companies around Mount Pleasant stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,31,http://www.mtpleasanthvac.com/,https://maps.google.com/?cid=1054067826845612836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
BC Roofing and Handyman Services,,BC Roofing and Handyman Services,(843) 321-8185,Beaufort,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Beaufort stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.5,31,https://bc-serv.com/,https://maps.google.com/?cid=16962446290600331562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Upstate Door Company Inc.,,Upstate Door Company Inc.,(864) 306-0000,Greenville,South Carolina,Lead,B - Standard,garage_door,no,,,B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,31,http://www.upstatedoorco.com/,https://maps.google.com/?cid=8080682947701248933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
M & S Roofing Company,,M & S Roofing Company,(843) 757-6180,Hilton Head,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Hilton Head stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,30,https://www.msroofingcompany.com/,https://maps.google.com/?cid=3150386061511450374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Planet Connections and Electrical, LLC.",,"Planet Connections and Electrical, LLC.",(855) 584-4243,Spartanburg,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Spartanburg stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,30,http://www.planetconnectionsllc.com/,https://maps.google.com/?cid=6046642737686358704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Southern Roofing,,Southern Roofing,(704) 451-8909,Charleston,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Charleston stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,29,https://srroof.com/,https://maps.google.com/?cid=1509214021063351130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Blackspade Roofing,,Blackspade Roofing,(843) 996-8555,Charleston,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Charleston stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,29,https://www.blackspaderoofing.com/,https://maps.google.com/?cid=8386823043986450267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bee Roofing Inc,,Bee Roofing Inc,(803) 232-7536,Rock Hill,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,29,https://beeroofing.com/,https://maps.google.com/?cid=11707155156042730449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Modern Roofing,,Modern Roofing,(864) 274-0828,Spartanburg,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Spartanburg stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,29,https://modernroofingusa.com/locations/roofer-spartanburg-sc/,https://maps.google.com/?cid=17921511447565562698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
The Local Plumbing Co. of Columbia,,The Local Plumbing Co. of Columbia,(803) 995-0983,Columbia,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Columbia stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,28,http://dripfixed.com/,https://maps.google.com/?cid=9963632029888636594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
North Beach Electric,,North Beach Electric,(843) 443-7004,Myrtle Beach,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Myrtle Beach stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.6,28,http://www.northbeachelectric.net/,https://maps.google.com/?cid=17528000695921160054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Suarez Sumter Electricians Group,,Suarez Sumter Electricians Group,(803) 900-9887,Sumter,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Sumter stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.8,28,,https://maps.google.com/?cid=13621470590938249781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
White Auto Electric Co LLC,,White Auto Electric Co LLC,(803) 436-4300,Sumter,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Sumter stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.6,28,,https://maps.google.com/?cid=1553678164453022223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Pro Electrical Services LLC,,Pro Electrical Services LLC,(864) 431-1825,Spartanburg,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Spartanburg stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,27,https://proelectricalservicesllc.godaddysites.com/,https://maps.google.com/?cid=3376459217521521701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Polar Plumbing,,Polar Plumbing,(864) 918-6535,Greenville,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,26,https://polarplumbingsc.com/,https://maps.google.com/?cid=10967627033155081617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Winsupply of Mt. Pleasant,,Winsupply of Mt. Pleasant,(843) 856-0084,Mount Pleasant,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Mount Pleasant stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.5,26,https://www.winsupplyinc.com/Location/Charleston-SC/29492/Plumbing-Supplies,https://maps.google.com/?cid=17705620662133214837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Full Spectrum Plumbing Services,,Full Spectrum Plumbing Services,(980) 550-5035,Rock Hill,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,26,https://fullspectrumplumbingllc.com/service-areas/south-charlotte-nc/?utm_source=google&utm_medium=gbp-charlotte&se_campaign=GBP%20-%20Charlotte,https://maps.google.com/?cid=6726791505150873746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Gold Standard Roofing,,Gold Standard Roofing,(843) 796-7126,Myrtle Beach,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Myrtle Beach stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,26,https://www.goldstandardroofingllc.com/,https://maps.google.com/?cid=9104923230809597666&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
RoofMasters Roofing Solutions,,RoofMasters Roofing Solutions,(843) 409-2056,Florence,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Florence stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,26,http://scroofmasters.com/,https://maps.google.com/?cid=18222273513295834333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Amazing Roofing Team LLC,,Amazing Roofing Team LLC,(803) 652-4815,Aiken,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Aiken stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.7,26,http://www.amazingroofingteam.com/,https://maps.google.com/?cid=15641422916970125950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Touchstone Electric - Columbia,,Touchstone Electric - Columbia,(803) 702-5531,Columbia,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Columbia stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,26,https://touchstoneelectric.com/locations/columbia-sc/?utm_source=google&utm_medium=business-profile&utm_campaign=columbia,https://maps.google.com/?cid=5917158906314328745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Local Rooter Greenville Plumbing and Drain Service,,Local Rooter Greenville Plumbing and Drain Service,(864) 569-0000,Greenville,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,25,https://www.localrooterplumbing.com/,https://maps.google.com/?cid=10850525100670481516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Cayce Company, Inc",,"Cayce Company, Inc",(843) 669-1816,Florence,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Florence stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,3.7,25,https://www.caycecompany.com/,https://maps.google.com/?cid=11086192658230177223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Pipe Works Inc,,Pipe Works Inc,(803) 641-0490,Aiken,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Aiken stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.2,25,https://pipeworksinc.net/,https://maps.google.com/?cid=15927450928744228582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Custom Air Heating & Cooling,,Custom Air Heating & Cooling,(803) 324-1007,Rock Hill,South Carolina,Lead,B - Standard,hvac,no,,,B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.7,25,https://www.customairheatingandcooling.com/,https://maps.google.com/?cid=5069465308718192514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
JW Roofing,,JW Roofing,(854) 683-0827,Charleston,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Charleston stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,25,https://www.roofsbyjw.com/,https://maps.google.com/?cid=8494361614986261577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Refuge Roofing, LLC",,"Refuge Roofing, LLC",(864) 205-9181,Spartanburg,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Spartanburg stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,25,https://www.refugeroofing.net/,https://maps.google.com/?cid=351135575026973392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Strother & Son Electric,,Strother & Son Electric,(843) 642-0388,Goose Creek,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Goose Creek stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,25,http://www.strotherandsonelectric.com/,https://maps.google.com/?cid=16224746301450605441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Shick's Plumbing Solutions LLC,,Shick's Plumbing Solutions LLC,(803) 207-1990,Rock Hill,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,24,https://shicksplumbingsolutions.com/,https://maps.google.com/?cid=15949841967065448148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Lowcountry Plumbing & Gas LLC,,Lowcountry Plumbing & Gas LLC,(843) 609-5353,Summerville,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Summerville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.7,24,https://lowcountryplumbingandgas.net/,https://maps.google.com/?cid=5441496454789637220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Summit HVAC Repair Mount Pleasant,,Summit HVAC Repair Mount Pleasant,(843) 994-4268,Mount Pleasant,South Carolina,Lead,B - Standard,hvac,no,,,B) I help home-services companies around Mount Pleasant stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,24,https://summithvacmountpleasant.com/,https://maps.google.com/?cid=1956611041343768484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Luna Roofing LLC,,Luna Roofing LLC,(843) 689-9099,Hilton Head,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Hilton Head stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.1,24,http://lunaroofingsc.com/,https://maps.google.com/?cid=10840296475832182570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ARS Roofing,,ARS Roofing,(843) 645-8377,Beaufort,South Carolina,Lead,B - Standard,roofing,no,,,B) I help home-services companies around Beaufort stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,24,https://ars-roofing.com/,https://maps.google.com/?cid=11219923225639100357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"Gregory Electric Company, Inc.",,"Gregory Electric Company, Inc.",(803) 786-5022,Columbia,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Columbia stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.6,24,http://www.gregoryelectric.com/,https://maps.google.com/?cid=14075354450500688045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
H & W Electrical Corporation,,H & W Electrical Corporation,(864) 233-7227,Greenville,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.5,24,http://www.hwelectrical.com/,https://maps.google.com/?cid=7445262908781999285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Engineered Electrical Solutions LLC,,Engineered Electrical Solutions LLC,(843) 420-3029,Summerville,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Summerville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.8,24,http://www.engelectricalsolutions.com/,https://maps.google.com/?cid=14529539806152361680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Berkley Electrical Services LLC,,Berkley Electrical Services LLC,(843) 697-4379,North Charleston,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around North Charleston stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,24,http://berkley-electrical.com/,https://maps.google.com/?cid=7942716294967292630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Ark Electric LLC,,Ark Electric LLC,(864) 381-3455,Spartanburg,South Carolina,Lead,B - Standard,electrician,no,,,B) I help home-services companies around Spartanburg stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.9,24,https://arkelectricsc.com/,https://maps.google.com/?cid=7672756264459950159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Roots Plumbing Co,,Roots Plumbing Co,(803) 242-4334,Rock Hill,South Carolina,Lead,B - Standard,plumber,no,,,B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,4.8,23,,https://maps.google.com/?cid=12238478664717733881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
King Tide Heating and Air,,King Tide Heating and Air,(803) 606-1255,Beaufort,South Carolina,Lead,B - Standard,hvac,no,,,B) I help home-services companies around Beaufort stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?,5,23,https://kingtidehvac.com/,https://maps.google.com/?cid=7545751045361491970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
